gene_id	ec
g48675.t1	1.1.1.365
g48677.t1	2.7.11.1
g48678.t1	1.1.1.365
g48679.t1	1.1.1.365
g48680.t1	2.7.11.1
g48681.t1	1.1.1.365
g48712.t1	1.2.4.1
g48716.t1	2.3.1.48
g48719.t1	2.3.1.48
g48730.t1	1.14.11.13
g48740.t1	5.2.1.8
g48744.t1	3.2.1.22
g48745.t1	2.7.1.40
g48747.t1	2.7.1.39
g48760.t1	3.6.4.13
g48762.t1	2.1.1.319
g48763.t1	2.1.1.319
g48764.t1	2.7.1.107
g48765.t1	2.7.1.107
g48783.t1	2.4.1.215
g48785.t1	3.1.1.11
g48807.t1	2.7.11.1
g48856.t1	2.1.1.100
g48858.t1	1.2.1.13
g48859.t1	2.7.11.1
g48864.t1	2.7.11.1
g48898.t1	3.2.1.4
g489.t1	1.14.13.70
g48924.t1	2.3.2.27
g48928.t1	5.4.3.8
g48941.t1	2.7.11.1
g48958.t1	3.2.1.4
g48962.t1	3.6.3.44
g48967.t1	2.7.11.1
g48982.t1	3.4.21.92
g48983.t1	3.4.21.92
g48985.t1	2.7.11.1
g48991.t1	2.6.1.9
g48997.t1	2.3.1.225
g490.t1	2.3.1.48
g49007.t1	2.1.1.127;2.1.1.259
g49013.t1	3.4.25.1
g49029.t1	2.3.2.27
g49031.t1	2.5.1.18
g49038.t1	2.7.8.5
g49045.t1	2.5.1.117
g49046.t1	4.2.3.5
g49047.t1	3.2.1.177;3.2.1.20
g49048.t1	2.7.11.1
g49049.t1	4.1.1.33
g49051.t1	2.3.1.133
g49054.t1	2.3.1.133
g49055.t1	2.3.1.133
g49058.t1	1.1.1.348
g49065.t1	2.3.1.133
g49066.t1	2.3.1.133
g49067.t1	2.4.1.34
g49095.t1	3.2.1.4
g49096.t1	2.3.1.133
g49097.t1	2.3.1.133
g49098.t1	2.4.1.34
g49106.t1	2.3.1.133
g49107.t1	2.3.1.133
g49108.t1	2.3.1.133
g49115.t1	2.3.1.133
g49136.t1	2.7.11.1
g49165.t1	2.7.11.17
g49168.t1	2.7.11.17
g49169.t1	2.4.1.186
g49176.t1	4.1.2.48
g4918.t1	1.2.1.3
g49189.t1	6.3.1.14
g49191.t1	6.3.1.14
g49195.t1	2.4.2.51
g49196.t1	2.4.2.51
g49197.t1	2.4.2.51
g49198.t1	2.7.1.78
g49199.t1	2.7.1.78
g4923.t1	3.6.3.44
g49234.t1	4.2.2.2
g49236.t1	3.1.1.23
g49244.t1	3.6.3.44
g49251.t1	3.6.3.44
g49257.t1	3.6.3.44
g49258.t1	3.6.3.44
g49264.t1	3.6.3.44
g49266.t1	3.6.3.44
g49271.t1	3.6.3.44
g49277.t1	3.6.3.44
g49279.t1	3.6.3.44
g49280.t1	1.14.14.1;1.14.14.19;1.14.14.32
g4929.t1	3.6.4.12
g49300.t1	2.4.1.330
g49304.t1	1.2.4.2
g49309.t1	4.1.1.35
g49311.t1	2.3.2.23
g49323.t1	5.3.1.1
g49324.t1	2.7.11.1
g49331.t1	2.7.11.1
g49333.t1	2.7.11.1
g49339.t1	3.6.4.12
g49340.t1	3.6.4.12
g49354.t1	2.3.1.15;2.3.1.198
g49357.t1	2.3.2.27
g49358.t1	5.2.1.8
g49380.t1	3.2.1.39
g4940.t1	4.1.3.27
g4941.t1	4.1.3.27
g49412.t1	2.3.1.91
g49422.t1	3.6.3.44
g49426.t1	2.7.11.1
g49436.t1	2.3.1.91
g49444.t1	3.1.26.5;6.3.2.3
g49451.t1	2.3.1.133
g49455.t1	2.3.1.133
g49467.t1	3.6.3.44
g49470.t1	2.3.1.133
g49471.t1	2.3.1.225
g49473.t1	3.6.4.13
g49476.t1	1.17.4.1
g49477.t1	2.7.11.1
g49482.t1	2.7.11.1
g49483.t1	2.7.11.1
g49484.t1	2.7.11.1
g49497.t1	2.7.11.1
g49498.t1	2.7.11.1
g49499.t1	2.7.11.1
g49500.t1	2.7.11.1
g49501.t1	2.7.11.1
g49504.t1	2.7.11.1
g49505.t1	2.7.11.1
g49507.t1	2.7.11.1
g49509.t1	2.7.11.1
g49510.t1	2.7.11.1
g49513.t1	2.7.11.1
g49514.t1	2.7.11.1
g49517.t1	2.7.11.1
g49518.t1	2.7.11.1
g49519.t1	3.6.4.13
g49520.t1	2.3.2.27
g49530.t1	2.7.1.11
g49542.t1	4.2.1.134
g49547.t1	2.7.11.1
g49552.t1	2.7.11.1
g49553.t1	4.2.2.23
g49564.t1	3.6.1.52
g49570.t1	6.3.1.2
g49579.t1	2.7.8.5
g49586.t1	2.7.11.1
g49589.t1	2.7.11.1
g49591.t1	3.6.3.44
g49592.t1	3.6.3.44
g49594.t1	2.7.11.1
g49606.t1	3.6.4.12
g49608.t1	2.7.11.1
g49616.t1	2.7.11.1
g49617.t1	2.7.11.1
g49618.t1	2.7.11.1
g49621.t1	2.7.11.1
g49626.t1	2.7.11.1
g49627.t1	2.7.11.1
g49628.t1	2.7.11.1
g49637.t1	2.7.11.1
g49649.t1	3.7.1.2
g49656.t1	3.1.3.25;3.1.3.93
g49662.t1	2.7.7.48
g49664.t1	2.7.11.1
g49666.t1	2.7.11.1
g49667.t1	2.7.11.1
g49668.t1	2.7.11.1
g49669.t1	2.7.11.1
g49681.t1	2.7.11.1
g49683.t1	2.7.11.1
g49684.t1	2.7.11.1
g49685.t1	2.7.11.1
g49686.t1	2.7.11.1
g49689.t1	2.7.11.1
g49690.t1	2.7.11.1
g49691.t1	2.7.11.1
g49692.t1	2.7.11.1
g49705.t1	2.7.11.1
g49707.t1	2.7.11.1
g49708.t1	2.7.11.1
g49711.t1	2.7.11.1
g49714.t1	2.7.11.1
g49715.t1	3.6.3.44
g49716.t1	2.7.11.1
g49719.t1	2.7.11.1
g49724.t1	2.7.11.1
g49734.t1	2.7.11.1
g49739.t1	2.7.11.1
g49740.t1	2.7.11.1
g49753.t1	2.7.11.1
g49754.t1	2.7.11.1
g49755.t1	2.7.11.1
g49761.t1	2.7.11.1
g49762.t1	2.7.11.1
g49763.t1	2.7.11.1
g49771.t1	2.7.11.1
g49772.t1	2.7.11.1
g49777.t1	2.7.11.1
g49780.t1	3.6.5.5
g49789.t1	2.7.11.1
g49795.t1	3.6.3.14
g49796.t1	2.1.3.15;4.1.1.39;6.4.1.2
g49803.t1	2.7.11.1
g49805.t1	2.7.11.1
g49806.t1	2.7.11.1
g49808.t1	2.7.11.1
g49810.t1	2.7.11.1
g49811.t1	2.7.11.1
g49813.t1	2.7.11.1
g49816.t1	2.7.11.1
g49817.t1	2.7.11.1
g49818.t1	2.7.11.1
g49819.t1	2.7.11.1
g49820.t1	2.7.11.1
g49822.t1	3.6.4.12
g49824.t1	2.7.11.1
g49825.t1	2.7.11.1
g49836.t1	2.7.11.1
g49845.t1	3.6.3.44
g49846.t1	2.7.11.1
g49847.t1	2.7.11.1
g49848.t1	2.7.11.1
g49849.t1	2.7.11.1
g49857.t1	5.2.1.8
g49858.t1	5.2.1.8
g49862.t1	1.14.11.33
g49872.t1	2.3.1.9
g49878.t1	3.1.3.18;3.1.3.48
g49887.t1	3.2.1.39
g49888.t1	3.2.1.39
g49889.t1	2.7.1.11
g49923.t1	2.4.1.43
g49927.t1	2.1.1.319
g49930.t1	2.4.1.215
g49933.t1	2.7.1.137
g49948.t1	2.7.1.68
g49952.t1	6.6.1.1
g49954.t1	3.6.4.13
g49955.t1	6.6.1.1
g49957.t1	3.2.1.15;3.2.1.67
g49968.t1	3.2.1.21
g49986.t1	3.4.24.56
g49990.t1	3.4.24.56
g49991.t1	3.4.24.56
g49992.t1	3.4.24.56
g49994.t1	3.4.24.56
g5.t1	4.1.1.15
g5000.t1	1.14.14.1
g50000.t1	6.6.1.1
g50001.t1	3.5.1.122
g50002.t1	3.5.1.122
g50007.t1	1.14.14.1
g50015.t1	2.5.1.112;2.5.1.27
g50017.t1	1.14.14.1
g50036.t1	3.6.4.13
g50040.t1	1.8.1.9
g50064.t1	2.4.1.255
g50066.t1	2.4.1.215
g50067.t1	2.4.1.215;2.4.2.40
g50070.t1	2.4.1.215;2.4.2.40
g50071.t1	2.4.1.215
g50079.t1	2.4.1.215
g50080.t1	2.4.1.215
g50081.t1	2.4.1.215
g50082.t1	2.4.1.215
g50083.t1	2.4.1.215
g50084.t1	2.4.1.215
g50091.t1	2.4.1.215
g50094.t1	2.4.1.215
g50095.t1	2.4.1.215
g50096.t1	2.4.1.215
g50097.t1	2.4.1.215
g50099.t1	2.4.1.215
g50102.t1	3.6.3.8
g50108.t1	1.1.1.8
g50109.t1	3.1.2.12
g50111.t1	3.1.2.12
g50114.t1	3.6.4.13
g50115.t1	3.6.4.12
g50125.t1	1.5.99.12
g50132.t1	2.7.8.15
g50134.t1	6.3.2.17
g50147.t1	3.6.3.44
g50160.t1	1.13.11.81;4.1.2.25;5.1.99.8
g50181.t1	2.4.1.215
g50207.t1	2.7.11.1
g50296.t1	3.6.4.12
g50302.t1	5.5.1.18;5.5.1.19
g50327.t1	3.2.2.3
g50393.t1	2.1.1.53;2.5.1.16
g5042.t1	1.14.11.15
g5044.t1	3.1.3.16
g50459.t1	3.6.4.12
g50481.t1	2.7.11.1
g50499.t1	2.5.1.112;2.5.1.27
g50512.t1	2.4.1.15;3.1.3.12
g50526.t1	1.14.14.1
g50554.t1	1.1.1.348
g5056.t1	3.5.1.3
g50565.t1	2.7.1.46
g50570.t1	2.5.1.112;2.5.1.27
g50605.t1	2.7.11.1
g50612.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g50653.t1	2.5.1.112;2.5.1.27
g50722.t1	2.5.1.112;2.5.1.27
g50736.t1	3.6.3.44
g5077.t1	4.2.3.104;4.2.3.40;4.2.3.57;4.2.3.69;4.2.3.75;4.2.3.78;4.2.3.79;4.2.3.88
g50774.t1	3.6.4.12
g50782.t1	3.6.3.44
g50795.t1	3.1.3.16
g50796.t1	3.1.3.16
g50797.t1	3.1.3.16
g50803.t1	2.7.11.1
g50828.t1	2.7.11.1
g50832.t1	2.5.1.112;2.5.1.27
g50839.t1	3.1.3.16
g50877.t1	3.5.1.3
g50882.t1	3.1.3.16
g50883.t1	3.1.3.16
g50939.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g50957.t1	2.7.11.24
g50988.t1	1.3.1.42
g50991.t1	1.3.1.42
g51014.t1	2.4.1.215
g51017.t1	2.4.1.215
g51018.t1	2.4.1.215
g51019.t1	2.4.1.215
g51020.t1	2.4.1.215
g51022.t1	2.4.1.215
g51025.t1	3.6.3.8
g51031.t1	1.1.1.8
g51032.t1	3.1.2.12
g51034.t1	3.1.2.12
g51037.t1	3.6.4.13
g51038.t1	3.6.4.12
g5104.t1	3.6.3.44
g51048.t1	1.5.99.12
g51055.t1	2.7.8.15
g51056.t1	3.1.11.2;4.2.99.18
g51058.t1	6.3.2.17
g51071.t1	3.6.3.44
g51084.t1	1.13.11.81;4.1.2.25;5.1.99.8
g51105.t1	2.4.1.215
g51131.t1	2.7.11.1
g51195.t1	3.6.4.12
g51201.t1	5.5.1.18;5.5.1.19
g51212.t1	2.5.1.112;2.5.1.27
g51243.t1	1.3.1.42
g51247.t1	1.1.1.348
g51248.t1	1.3.1.42
g51278.t1	2.7.11.24
g5129.t1	1.6.5.3;1.6.99.3
g51296.t1	1.14.18.4;1.14.19.16;1.14.19.22;1.14.19.33;1.14.19.34;1.14.19.6
g51313.t1	1.1.1.348
g5134.t1	2.7.11.1
g51349.t1	2.4.1.218;2.4.1.271;2.4.1.324
g51378.t1	1.3.1.88
g51397.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g51425.t1	2.5.1.112;2.5.1.27
g51435.t1	3.6.3.44
g51437.t1	3.1.3.16
g51438.t1	3.1.3.16
g51486.t1	3.1.3.16
g51487.t1	3.1.3.16
g51490.t1	3.6.4.12
g51491.t1	3.6.4.12
g515.t1	1.3.5.2
g516.t1	6.1.1.20
g51655.t1	3.6.3.44
g51735.t1	2.4.1.15;3.1.3.12
g51849.t1	3.4.23.5
g51866.t1	2.1.1.53;2.5.1.16
g51967.t1	2.7.11.1
g52029.t1	2.7.11.1
g52030.t1	2.7.11.1
g5205.t1	3.6.3.44
g52071.t1	3.6.4.12
g52072.t1	3.6.4.12
g52093.t1	3.4.22.68
g52099.t1	3.4.22.68
g52100.t1	3.4.22.68
g52195.t1	2.7.11.1
g52196.t1	3.6.4.12
g52198.t1	3.6.4.12
g52201.t1	2.7.11.1
g52211.t1	1.1.1.348
g52232.t1	3.6.4.12
g52233.t1	3.6.3.44
g52251.t1	2.7.11.1
g52271.t1	2.7.11.1
g52278.t1	1.14.14.19;1.14.14.32
g52289.t1	3.6.3.44
g52363.t1	3.6.4.12
g52364.t1	3.6.4.12
g52365.t1	3.6.4.12
g52366.t1	3.6.4.12
g52379.t1	3.6.4.12
g52380.t1	3.6.3.44
g52381.t1	2.7.11.1
g52402.t1	3.6.4.12
g52443.t1	2.7.11.1
g5246.t1	3.2.1.24
g52470.t1	1.23.1.1;1.23.1.2;1.23.1.3;1.23.1.4
g52471.t1	2.5.1.112;2.5.1.27
g52527.t1	5.1.3.3
g52592.t1	2.5.1.112;2.5.1.27
g52612.t1	3.6.4.12
g52624.t1	3.6.4.12
g52651.t1	3.5.1.3
g5267.t1	2.5.1.112;2.5.1.27
g52675.t1	3.4.19.12
g52681.t1	2.7.11.1
g52685.t1	2.7.11.1
g52692.t1	3.1.3.4;3.1.3.81
g52703.t1	3.1.3.4;3.1.3.81
g52710.t1	3.2.1.67
g52719.t1	3.2.1.67
g5273.t1	1.14.14.1
g5277.t1	2.5.1.112;2.5.1.27
g52783.t1	5.2.1.8
g52829.t1	3.2.1.67
g52881.t1	2.5.1.112;2.5.1.27
g52924.t1	4.1.1.15
g52954.t1	2.4.1.215
g52971.t1	2.7.11.1
g53.t1	3.6.5.5
g53024.t1	2.5.1.112;2.5.1.27
g5306.t1	1.14.11.15
g53067.t1	2.3.3.8
g53084.t1	2.7.10.1;2.7.11.1
g533.t1	2.7.11.1
g5337.t1	2.7.11.1
g53392.t1	3.6.4.13
g53497.t1	3.6.4.12
g53730.t1	2.5.1.112;2.5.1.27
g53742.t1	1.14.14.1
g53768.t1	2.4.1.144
g5384.t1	2.7.11.1
g53845.t1	5.1.3.15
g53892.t1	2.5.1.112;2.5.1.27
g53985.t1	2.5.1.112;2.5.1.27
g54032.t1	1.1.1.348
g54074.t1	3.1.3.96
g54088.t1	2.5.1.112;2.5.1.27
g54211.t1	2.5.1.112;2.5.1.27
g5422.t1	3.6.3.44
g5423.t1	3.6.3.44
g54233.t1	2.5.1.112;2.5.1.27
g54247.t1	3.6.4.13
g54277.t1	1.6.5.3
g5428.t1	3.6.3.44
g54292.t1	1.1.1.348
g543.t1	3.6.3.44
g54307.t1	2.3.3.13;2.3.3.17
g54347.t1	5.99.1.3
g54355.t1	5.99.1.3
g54358.t1	5.99.1.3
g54361.t1	5.99.1.3
g54365.t1	5.99.1.3
g54366.t1	5.99.1.3
g54367.t1	5.99.1.3
g544.t1	2.7.11.1
g545.t1	2.8.2.39
g5468.t1	2.7.11.1
g548.t1	2.3.1.91
g5493.t1	2.5.1.112;2.5.1.27
g5498.t1	2.7.11.1
g55.t1	3.6.4.12
g5500.t1	2.5.1.112;2.5.1.27
g5508.t1	1.1.1.348
g5511.t1	1.1.1.348
g5516.t1	2.5.1.112;2.5.1.27
g5530.t1	2.5.1.112;2.5.1.27
g5536.t1	2.7.7.6;3.4.11.1
g55360.t1	3.6.4.13
g5540.t1	5.99.1.3
g5542.t1	5.99.1.3
g5543.t1	5.99.1.3
g5572.t1	1.1.1.348
g5576.t1	2.5.1.112;2.5.1.27
g5578.t1	2.5.1.112;2.5.1.27
g55781.t1	2.5.1.112;2.5.1.27
g5579.t1	2.5.1.112;2.5.1.27
g55803.t1	2.5.1.112;2.5.1.27
g55814.t1	2.5.1.112;2.5.1.27
g55824.t1	2.5.1.112;2.5.1.27
g55872.t1	2.1.1.37
g55910.t1	2.5.1.112;2.5.1.27
g55929.t1	1.14.14.1
g5594.t1	2.5.1.112;2.5.1.27
g55944.t1	5.4.2.2
g55947.t1	5.4.2.2
g55968.t1	3.4.25.1
g5599.t1	2.7.7.6;3.4.11.1
g56021.t1	4.1.3.4
g5605.t1	5.99.1.3
g5607.t1	5.99.1.3
g5608.t1	5.99.1.3
g56101.t1	2.1.2.1
g56103.t1	2.5.1.112;2.5.1.27
g56274.t1	1.14.11.13
g56374.t1	3.6.4.13
g56513.t1	3.6.4.12
g56514.t1	3.6.4.12
g5655.t1	2.4.1.330
g56595.t1	2.5.1.112;2.5.1.27
g56704.t1	2.5.1.112;2.5.1.27
g56715.t1	1.14.14.1
g56739.t1	2.4.1.144
g5690.t1	1.1.1.348
g56916.t1	3.5.1.4
g570.t1	2.7.11.1
g57083.t1	2.4.1.218;2.4.1.271;2.4.1.324
g57180.t1	2.5.1.112;2.5.1.27
g57233.t1	3.2.1.4
g57237.t1	3.6.3.44
g57297.t1	4.2.3.104;4.2.3.40;4.2.3.57;4.2.3.69;4.2.3.75;4.2.3.78;4.2.3.79;4.2.3.88
g57307.t1	2.7.11.1
g5731.t1	3.5.1.98
g57338.t1	2.7.11.1
g57345.t1	2.7.11.1
g57417.t1	2.7.11.1
g57420.t1	3.6.3.44
g57423.t1	3.6.4.12
g57433.t1	3.4.22.68
g57434.t1	3.6.4.12
g57467.t1	2.7.11.1
g5760.t1	2.1.1.34
g57644.t1	1.1.1.348
g57684.t1	3.5.1.4
g57687.t1	4.2.99.18
g57705.t1	2.4.1.218;2.4.1.271;2.4.1.324
g5779.t1	2.3.2.27
g57891.t1	3.6.3.44
g57976.t1	3.4.19.12
g58.t1	2.1.1.276;2.1.1.278
g58016.t1	2.5.1.112;2.5.1.27
g581.t1	2.7.11.1
g5814.t1	3.2.1.24
g58249.t1	2.3.2.26
g58250.t1	2.3.2.26
g58255.t1	1.1.1.348
g58287.t1	5.4.99.39;5.4.99.40;5.4.99.55
g58306.t1	4.2.3.104;4.2.3.40;4.2.3.57;4.2.3.69;4.2.3.75;4.2.3.78;4.2.3.79;4.2.3.88
g58362.t1	3.5.1.3
g58386.t1	3.6.4.13
g58447.t1	3.6.4.12
g58467.t1	2.7.7.79
g58506.t1	1.14.11.13
g58758.t1	4.1.3.4
g588.t1	2.7.11.1
g58820.t1	3.4.25.1
g58826.t1	3.6.3.14
g58840.t1	5.4.2.2
g58842.t1	5.4.2.2
g58845.t1	2.5.1.112;2.5.1.27
g58856.t1	2.5.1.112;2.5.1.27
g58858.t1	1.14.14.1
g58898.t1	2.3.1.133
g58906.t1	1.6.5.3;1.6.99.3
g58908.t1	1.6.5.3;1.6.99.3
g58920.t1	1.6.5.3;1.6.99.3
g58923.t1	1.6.5.3;1.6.99.3
g58924.t1	1.6.5.3;1.6.99.3
g58928.t1	2.5.1.112;2.5.1.27
g58933.t1	2.5.1.112;2.5.1.27
g58934.t1	2.5.1.112;2.5.1.27
g58936.t1	2.5.1.112;2.5.1.27
g58954.t1	2.5.1.112;2.5.1.27
g58956.t1	2.7.11.1
g58972.t1	1.6.5.3
g59.t1	2.1.1.276;2.1.1.278
g59002.t1	2.1.1.37
g59003.t1	2.1.1.37
g59052.t1	2.5.1.112;2.5.1.27
g59058.t1	2.5.1.112;2.5.1.27
g59059.t1	2.5.1.112;2.5.1.27
g59061.t1	2.5.1.112;2.5.1.27
g591.t1	2.7.11.1
g59100.t1	2.5.1.112;2.5.1.27
g59107.t1	2.5.1.112;2.5.1.27
g59117.t1	1.14.14.1
g5915.t1	2.3.2.27
g5916.t1	2.3.2.27
g5918.t1	2.3.2.27
g59362.t1	3.5.1.4
g59461.t1	3.1.3.16
g59465.t1	1.1.1.348
g59528.t1	2.5.1.112;2.5.1.27
g59589.t1	2.4.1.218;2.4.1.271;2.4.1.324
g59599.t1	1.1.1.348
g59665.t1	4.2.3.104;4.2.3.40;4.2.3.57;4.2.3.69;4.2.3.75;4.2.3.78;4.2.3.79;4.2.3.88
g59673.t1	2.7.11.1
g59693.t1	3.6.5.5
g59747.t1	2.7.11.1
g59750.t1	3.6.3.44
g59753.t1	3.6.4.12
g59763.t1	3.4.22.68
g59765.t1	3.6.4.12
g59800.t1	2.7.11.1
g59817.t1	3.6.4.12
g5992.t1	1.1.1.348
g59979.t1	3.5.1.4
g59984.t1	4.2.99.18
g60.t1	2.1.1.276;2.1.1.278
g600.t1	2.7.11.1
g60002.t1	2.4.1.218;2.4.1.271;2.4.1.324
g60059.t1	2.7.11.1
g60072.t1	2.4.1.218;2.4.1.271;2.4.1.324
g60097.t1	2.7.11.1
g60128.t1	1.1.1.348
g6019.t1	2.1.1.14
g6021.t1	2.7.11.1
g60217.t1	3.6.4.12
g60298.t1	3.5.1.3
g60319.t1	2.4.1.218;2.4.1.271;2.4.1.324
g60333.t1	3.4.19.12
g60354.t1	2.5.1.112;2.5.1.27
g604.t1	1.6.2.2
g60604.t1	2.3.2.26
g60607.t1	1.1.1.348
g6066.t1	3.5.1.3
g60715.t1	3.1.26.11
g60750.t1	3.6.4.12
g60786.t1	3.6.4.12
g60798.t1	2.3.1.133
g60811.t1	3.1.3.16
g60812.t1	3.1.3.16
g60902.t1	1.14.14.1
g60922.t1	1.14.14.1
g60928.t1	2.5.1.112;2.5.1.27
g60966.t1	2.5.1.112;2.5.1.27
g60999.t1	3.1.1.98
g61.t1	2.1.1.276;2.1.1.278
g61097.t1	2.5.1.112;2.5.1.27
g61098.t1	3.1.3.16
g61132.t1	3.1.3.16
g61134.t1	3.1.3.16
g61147.t1	2.7.11.1
g61197.t1	3.6.4.12
g61218.t1	2.7.11.1
g61260.t1	3.6.4.12
g61284.t1	2.8.2.39
g61312.t1	3.1.1.98
g61360.t1	2.5.1.112;2.5.1.27
g61368.t1	3.6.3.16
g61373.t1	3.5.1.4
g61392.t1	3.4.19.12
g61549.t1	1.1.1.195
g61554.t1	2.7.11.1
g61582.t1	3.2.1.84
g61583.t1	3.2.1.84
g61584.t1	2.7.11.1
g61601.t1	3.4.22.68
g61609.t1	5.2.1.8
g61650.t1	2.5.1.112;2.5.1.27
g61658.t1	3.6.3.16
g61681.t1	3.4.19.12
g61850.t1	1.1.1.195
g61855.t1	2.7.11.1
g61880.t1	3.2.1.84
g61881.t1	3.2.1.84
g61882.t1	2.7.11.1
g6190.t1	2.6.1.99
g61964.t1	2.7.11.1
g61966.t1	2.7.11.1
g61980.t1	3.1.4.4
g61992.t1	2.5.1.117
g62.t1	2.1.1.276;2.1.1.278
g62015.t1	3.6.4.12
g62054.t1	3.6.4.12
g62092.t1	4.2.3.5
g62145.t1	2.7.11.1
g62153.t1	3.1.4.4
g62164.t1	3.6.4.12
g62172.t1	2.5.1.117
g6218.t1	2.6.1.99
g62205.t1	3.6.4.12
g62217.t1	2.4.1.330
g62227.t1	1.14.14.19;1.14.14.32;1.14.14.43;1.14.14.45
g62261.t1	4.2.3.5
g62268.t1	3.6.4.13
g62305.t1	2.6.1.85
g62343.t1	2.7.11.1
g62346.t1	5.3.4.1
g62365.t1	2.7.11.1
g62366.t1	1.1.1.399;1.1.1.95
g62370.t1	2.7.8.5
g6241.t1	2.7.11.24
g6244.t1	2.6.1.99
g62468.t1	2.7.4.3
g62471.t1	2.7.4.3
g62506.t1	3.3.2.6
g62507.t1	3.3.2.6
g62552.t1	2.3.2.27
g62625.t1	2.4.1.330
g62691.t1	3.1.1.11
g62717.t1	3.1.4.11
g62718.t1	3.5.1.4
g62720.t1	3.1.4.11
g62721.t1	3.1.4.11
g62722.t1	3.1.4.11
g62748.t1	2.5.1.112;2.5.1.27
g62758.t1	3.6.4.12
g62759.t1	3.6.4.12
g62760.t1	3.6.4.12
g62762.t1	3.6.4.13
g62764.t1	3.5.1.4
g62768.t1	3.6.4.12
g62790.t1	3.5.99.2
g62792.t1	3.5.99.2
g62794.t1	3.5.99.2
g62828.t1	1.14.14.1
g62829.t1	3.6.3.44
g62836.t1	3.6.1.1
g62857.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g62946.t1	3.6.4.12
g62964.t1	5.4.99.8
g62975.t1	5.4.99.7;5.4.99.8
g62976.t1	5.4.99.8
g63021.t1	2.5.1.112;2.5.1.27
g63023.t1	3.6.3.44
g63047.t1	3.2.1.78
g63065.t1	1.23.5.1
g63084.t1	1.23.5.1
g63096.t1	2.7.11.1
g63098.t1	1.11.1.7
g63106.t1	1.23.5.1
g63107.t1	3.1.27.1
g63110.t1	3.6.3.44
g63136.t1	2.7.11.1
g63171.t1	2.3.2.27
g63188.t1	2.7.11.1
g63190.t1	1.14.11.18
g63191.t1	2.7.11.1
g63229.t1	1.14.14.19;1.14.14.32
g63231.t1	2.4.1.173
g63232.t1	2.4.1.173
g63234.t1	2.4.1.173
g63237.t1	5.4.99.30
g63249.t1	3.6.4.12
g63260.t1	2.7.11.1
g63348.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g63349.t1	2.4.1.218;2.4.1.271;2.4.1.324
g63355.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g63356.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g63357.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g63372.t1	1.14.13.121;1.14.13.144;1.14.14.1;1.14.14.19;1.14.14.32
g634.t1	2.7.1.23
g63400.t1	3.6.4.12
g63417.t1	2.1.1.310
g63423.t1	1.1.1.193;3.5.4.26
g63428.t1	2.1.3.15;6.4.1.2
g63465.t1	3.6.4.12
g63467.t1	3.6.3.44
g63471.t1	3.6.4.12
g63489.t1	2.7.11.1
g635.t1	2.7.11.1
g63504.t1	2.1.1.79
g63513.t1	2.1.1.79
g63515.t1	2.1.1.79
g63526.t1	5.3.3.2
g63537.t1	1.1.1.348
g63538.t1	3.1.3.48
g63562.t1	3.4.19.12
g63579.t1	3.4.19.12
g63580.t1	2.7.11.22;2.7.11.23
g63581.t1	2.7.8.5
g63594.t1	6.3.5.4
g63596.t1	6.3.5.4
g6362.t1	3.1.1.11
g63621.t1	4.2.3.104;4.2.3.13;4.2.3.133;4.2.3.47;4.2.3.57;4.2.3.73;4.2.3.75;4.2.3.86;4.2.3.88
g63647.t1	2.4.1.215
g6365.t1	3.6.4.12
g63668.t1	2.7.1.134;2.7.1.159;6.1.1.12
g63679.t1	1.3.5.1
g63680.t1	1.3.5.1
g63694.t1	4.1.3.4
g63696.t1	1.1.1.206;1.1.1.236
g63724.t1	3.1.3.12
g63734.t1	1.3.3.6
g63739.t1	3.1.3.36
g63769.t1	5.5.1.4
g63792.t1	2.6.1.1;2.6.1.78;2.6.1.79
g63800.t1	1.10.3.3
g6382.t1	1.6.5.3
g63826.t1	5.2.1.8
g63859.t1	3.5.1.3
g63866.t1	3.1.1.98
g63874.t1	1.14.14.19;1.14.14.32
g63898.t1	1.1.1.101
g63901.t1	4.2.3.104;4.2.3.40;4.2.3.57;4.2.3.69;4.2.3.75;4.2.3.78;4.2.3.79;4.2.3.88
g63909.t1	2.3.2.27
g63913.t1	2.6.1.40;2.6.1.44
g63921.t1	3.6.4.12
g6398.t1	2.6.1.99
g64.t1	2.1.1.276;2.1.1.278
g6402.t1	2.6.1.99
g64065.t1	2.7.11.1
g64079.t1	2.3.2.27
g64084.t1	3.6.3.44
g64095.t1	2.4.1.25
g64097.t1	2.3.1.91
g64109.t1	3.5.1.98
g64117.t1	1.14.15.24
